id xcentroid ycentroid fwhm sharpness roundness pa npix sky peak flux mag
915 382.05 508.05 1.96 0.65 0.15 8.97 12 17.48 73.34 426.16 -6.57
916 718.02 507.99 1.92 0.64 0.08 2.09 13 66.02 330.98 1785.59 -8.13
917 923.40 508.14 1.79 0.60 0.10 154.82 11 2.88 56.72 303.09 -6.20
918 324.88 509.12 1.93 0.64 0.05 10.35 13 342.98 1496.85 8473.16 -9.82
919 506.95 509.88 2.08 0.69 0.19 91.48 12 21.19 80.56 464.51 -6.67
920 540.22 509.82 1.89 0.63 0.05 19.32 12 71.27 391.52 2304.12 -8.41
921 756.25 510.98 1.96 0.65 0.01 160.62 13 67.72 371.90 2329.95 -8.42
922 863.71 511.28 1.82 0.61 0.11 25.41 12 52.46 425.31 2426.74 -8.46
923 819.80 511.60 1.79 0.60 0.07 140.31 11 249.61 2008.51 10735.03 -10.08
924 842.73 511.78 1.86 0.62 0.12 155.48 12 11.93 117.86 737.36 -7.17
925 104.69 513.09 1.98 0.66 0.13 40.67 12 33.54 62.09 420.50 -6.56
926 433.02 514.00 1.94 0.65 0.06 174.28 13 110.19 600.18 3307.15 -8.80
927 631.13 514.21 1.96 0.65 0.15 156.09 12 41.15 126.55 814.83 -7.28
928 486.54 514.79 1.76 0.59 0.12 143.68 11 732.05 4368.76 23056.54 -10.91
929 553.85 514.65 1.86 0.62 0.10 141.19 12 47.41 260.02 1418.74 -7.88
930 941.22 514.73 1.85 0.62 0.11 23.85 12 263.93 2019.40 11006.08 -10.10
931 876.01 515.65 1.87 0.62 0.07 179.79 13 10.18 159.37 842.17 -7.31
932 219.05 517.29 1.97 0.66 0.09 21.09 12 122.41 336.07 2140.09 -8.33
933 495.54 517.17 1.78 0.59 0.12 52.62 10 19.61 72.23 395.80 -6.49
934 562.92 517.75 2.00 0.67 0.18 168.60 12 6.88 84.29 554.69 -6.86
935 591.78 517.78 1.82 0.61 0.06 110.80 12 25.50 297.90 1444.15 -7.90
936 354.91 518.79 1.95 0.65 0.12 130.37 12 12.98 62.22 372.56 -6.43
937 415.76 519.14 1.84 0.61 0.03 24.50 13 47.99 187.99 1007.98 -7.51
938 665.97 518.68 1.83 0.61 0.04 143.41 12 105.94 974.63 5011.35 -9.25
939 328.68 519.86 1.85 0.62 0.11 156.01 11 160.91 690.34 3739.09 -8.93
940 604.67 520.11 1.78 0.59 0.14 4.03 10 7.71 60.95 304.96 -6.21
941 617.04 519.90 2.02 0.67 0.14 78.13 13 -0.71 83.36 508.26 -6.77
942 48.68 521.26 1.87 0.62 0.11 40.00 11 95.98 249.78 1457.62 -7.91
943 89.03 520.92 1.82 0.61 0.14 165.53 10 25.54 53.63 265.79 -6.06
944 198.10 521.48 1.91 0.64 0.06 11.77 12 142.28 292.70 1871.42 -8.18
945 803.98 520.85 1.73 0.58 0.12 86.77 12 2.60 50.64 238.33 -5.94
946 844.73 521.14 1.82 0.61 0.08 22.63 13 150.32 1420.40 7285.75 -9.66
947 965.92 520.99 1.89 0.63 0.10 5.62 13 124.72 1121.00 5890.98 -9.43
948 241.00 521.83 1.90 0.63 0.04 108.65 12 15.51 62.81 318.85 -6.26
949 309.59 521.94 1.91 0.64 0.13 172.14 12 25.81 64.96 390.07 -6.48
950 924.34 522.33 1.81 0.60 0.13 152.46 11 50.40 390.49 2228.95 -8.37
951 402.31 522.98 1.68 0.56 0.16 5.49 9 29.46 79.34 383.90 -6.46
952 462.23 522.96 1.94 0.65 0.06 173.66 13 10906.05 60959.66 370831.37 -13.92
953 33.45 526.17 1.78 0.59 0.15 37.44 10 169.76 444.08 2540.60 -8.51
954 532.08 525.92 1.89 0.63 0.04 173.41 13 347.04 2926.44 15338.52 -10.46
955 557.20 526.08 1.92 0.64 0.04 160.57 13 45.92 284.44 1671.47 -8.06
956 760.64 525.69 1.84 0.61 0.15 136.41 11 106.30 493.56 3017.02 -8.70
957 74.79 526.72 1.90 0.63 0.16 139.17 11 60.25 147.24 860.75 -7.34
958 344.37 527.05 1.67 0.56 0.09 178.66 8 30.02 79.40 410.20 -6.53
959 540.96 528.30 1.95 0.65 0.07 29.74 12 83.86 356.49 2176.80 -8.34
960 901.76 527.68 1.89 0.63 0.18 163.70 12 26.60 138.78 879.15 -7.36
961 216.47 528.84 1.75 0.58 0.16 147.37 10 56.60 173.72 917.87 -7.41
962 295.56 529.10 1.84 0.61 0.07 40.74 12 78.37 246.57 1323.66 -7.80
963 434.77 530.05 1.92 0.64 0.12 151.77 13 21.72 85.41 449.36 -6.63
964 596.04 530.06 1.88 0.63 0.16 177.98 12 35.04 254.40 1281.69 -7.77
965 713.02 531.29 1.86 0.62 0.06 13.50 12 61.37 576.30 3095.92 -8.73
966 165.54 531.93 1.79 0.60 0.08 152.44 10 19.94 66.67 345.75 -6.35
967 658.27 531.90 1.83 0.61 0.05 166.47 12 28.82 194.35 1019.21 -7.52
968 740.99 532.97 1.91 0.64 0.14 91.91 12 25.94 111.14 615.27 -6.97
969 309.57 534.88 1.80 0.60 0.10 151.24 11 28.59 85.11 449.77 -6.63
970 408.16 534.80 1.98 0.66 0.10 100.88 13 35.26 108.96 731.01 -7.16
971 584.97 535.05 1.90 0.63 0.04 94.24 13 24.57 183.78 960.98 -7.46
972 639.54 534.86 1.84 0.61 0.20 159.02 10 13.56 104.66 583.43 -6.91
973 834.77 534.87 1.94 0.65 0.13 177.94 13 15.08 132.87 820.73 -7.29
974 354.55 535.93 1.86 0.62 0.09 135.58 12 36.43 157.02 881.67 -7.36
975 463.19 536.20 1.95 0.65 0.04 130.79 13 101.28 327.27 2130.47 -8.32
976 390.53 537.01 1.79 0.60 0.05 163.14 12 50.53 225.07 1254.83 -7.75
977 784.23 537.08 1.84 0.61 0.03 9.32 13 1865.09 18606.73 96908.42 -12.47
978 478.01 538.17 1.93 0.64 0.02 168.38 13 111.88 638.43 3640.07 -8.90
979 494.19 538.27 1.96 0.65 0.20 170.36 12 41.08 142.07 798.65 -7.26
980 225.93 538.75 1.93 0.64 0.11 174.28 12 31.98 75.22 416.99 -6.55
981 533.69 539.22 1.81 0.60 0.08 42.41 11 207.95 1238.55 6326.41 -9.50
982 826.33 539.00 1.89 0.63 0.02 89.43 12 30.54 266.58 1533.11 -7.96
983 909.90 538.78 1.96 0.65 0.10 166.45 13 12.40 108.18 679.29 -7.08
984 188.85 539.68 1.92 0.64 0.19 148.05 12 104.29 337.92 2085.45 -8.30
985 60.04 540.72 1.96 0.65 0.07 157.62 12 207.12 513.66 3340.93 -8.81
986 545.74 541.27 1.86 0.62 0.14 74.05 12 12.53 72.93 416.44 -6.55
987 896.95 540.92 1.89 0.63 0.12 8.30 13 46.21 466.07 2430.57 -8.46
988 161.78 542.10 1.89 0.63 0.09 12.15 12 829.97 2986.55 16619.42 -10.55
989 415.77 542.03 1.91 0.64 0.13 1.93 13 180.24 849.27 4735.87 -9.19
990 749.96 541.89 1.87 0.62 0.04 179.93 13 60.24 748.94 3770.51 -8.94
991 559.73 542.65 1.81 0.60 0.09 115.49 12 18.70 187.81 972.79 -7.47
992 619.31 542.60 1.82 0.61 0.19 34.57 10 11.34 81.77 440.52 -6.61
993 719.89 543.02 1.96 0.65 0.12 83.44 13 30.68 141.96 776.89 -7.23
994 80.10 543.79 1.90 0.63 0.03 139.61 12 30.96 92.39 549.23 -6.85
995 876.12 544.23 1.90 0.63 0.11 144.33 12 12.52 151.53 853.33 -7.33
996 429.08 544.79 1.93 0.64 0.08 168.97 12 246.61 1291.65 7538.83 -9.69
997 438.57 545.34 1.77 0.59 0.16 40.24 11 277.57 1270.44 7168.74 -9.64
998 733.71 546.19 1.88 0.63 0.08 75.24 12 80.83 485.97 2799.84 -8.62
999 350.08 546.76 1.97 0.66 0.10 169.65 12 105.75 286.07 1862.28 -8.18
1000 242.90 548.03 1.81 0.60 0.18 49.59 12 22.85 68.28 301.71 -6.20
1001 450.24 549.32 1.90 0.63 0.10 157.94 12 64.46 303.53 1804.54 -8.14
1002 302.87 550.22 1.91 0.64 0.03 166.80 13 40.20 139.19 752.40 -7.19
1003 662.63 550.08 1.76 0.59 0.17 19.13 12 22.02 148.17 701.20 -7.11
1004 912.92 549.96 1.90 0.63 0.06 6.21 13 526.07 4549.78 24457.46 -10.97
1005 171.59 550.80 1.74 0.58 0.14 151.68 11 45.74 105.61 560.69 -6.87
1006 492.07 551.37 1.85 0.62 0.03 12.67 12 684.88 4147.81 23582.46 -10.93
1007 126.36 551.92 1.67 0.56 0.04 31.77 8 42.56 94.36 513.05 -6.78
1008 161.42 552.20 1.73 0.58 0.16 30.25 10 91.36 247.16 1298.03 -7.78
1009 215.48 552.11 1.77 0.59 0.10 21.61 11 540.30 1815.23 10110.39 -10.01
1010 606.09 552.87 1.90 0.63 0.08 77.63 11 12.42 89.73 501.54 -6.75
1011 782.20 553.27 1.78 0.59 0.12 83.13 11 13.20 78.91 422.19 -6.56
1012 821.18 552.78 1.87 0.62 0.07 144.75 11 2.74 66.83 343.81 -6.34
1013 275.71 554.25 1.86 0.62 0.13 24.04 11 70.14 242.89 1289.66 -7.78
1014 417.03 555.11 1.90 0.63 0.06 178.38 13 105.74 526.07 2871.43 -8.65
1015 564.09 554.73 1.86 0.62 0.01 169.47 12 105.50 667.25 3632.56 -8.90
1016 795.94 554.94 1.91 0.64 0.01 137.44 13 49.16 481.83 2631.88 -8.55
1017 749.99 556.36 1.82 0.61 0.04 41.86 12 2591.42 22085.93 118496.63 -12.68
1018 695.75 557.00 1.85 0.62 0.05 83.89 12 69.78 637.23 3230.68 -8.77
1019 734.63 557.13 1.80 0.60 0.04 28.34 12 31.24 301.28 1540.71 -7.97
1020 712.22 558.28 1.92 0.64 0.06 122.50 12 58.41 293.27 1867.63 -8.18
1021 839.12 558.35 1.94 0.65 0.06 126.67 12 66.40 317.69 1991.06 -8.25
1022 135.72 558.83 1.92 0.64 0.12 135.63 11 28.03 80.98 453.40 -6.64
1023 326.98 558.87 1.97 0.66 0.11 114.66 12 25.23 82.74 538.57 -6.83
1024 668.62 558.85 2.00 0.67 0.15 132.81 12 19.06 128.46 892.81 -7.38
1025 984.86 558.96 2.00 0.67 0.07 0.00 13 17.16 88.27 543.77 -6.84
1026 38.06 559.76 1.94 0.65 0.09 144.58 12 172.23 393.38 2502.08 -8.50
1027 205.64 559.91 1.84 0.61 0.10 176.79 11 40.82 102.52 583.24 -6.91
1028 529.72 559.66 1.88 0.63 0.16 131.16 11 24.62 123.75 723.20 -7.15
1029 616.24 559.64 1.87 0.62 0.06 35.39 12 43.90 308.78 1816.73 -8.15
1030 147.82 561.29 1.95 0.65 0.11 29.61 11 37.84 92.31 537.97 -6.83
1031 580.31 561.01 1.87 0.62 0.03 179.26 13 4675.49 35404.06 197854.40 -13.24
1032 362.99 561.85 1.98 0.66 0.18 5.54 13 145.10 208.44 1475.99 -7.92
1033 633.71 562.04 1.87 0.62 0.02 98.63 12 38.03 346.25 1823.17 -8.15
1034 769.24 562.36 1.80 0.60 0.05 124.25 12 134.09 893.37 5156.65 -9.28
1035 439.67 564.18 1.98 0.66 0.14 77.83 12 27.20 82.75 495.64 -6.74
1036 655.67 563.79 1.91 0.64 0.12 135.04 13 43.04 189.40 1146.90 -7.65
1037 855.29 564.12 1.84 0.61 0.03 152.89 12 195.85 1526.69 8334.44 -9.80
1038 124.94 565.25 1.98 0.66 0.06 33.73 12 34.00 96.14 611.75 -6.97
1039 245.01 565.00 1.99 0.66 0.02 132.71 13 44.78 117.15 716.89 -7.14
1040 505.64 564.92 1.94 0.65 0.08 70.86 12 65.28 181.04 1101.66 -7.61
1041 540.69 565.77 1.82 0.61 0.10 138.62 11 423.54 2938.40 15294.22 -10.46
1042 643.10 565.98 2.02 0.67 0.02 105.76 13 168.44 724.33 4959.32 -9.24
1043 261.68 567.26 1.89 0.63 0.16 25.23 11 75.13 257.78 1456.15 -7.91
1044 891.66 566.57 1.79 0.60 0.19 141.80 10 9.59 79.22 448.97 -6.63
1045 561.13 569.36 1.87 0.62 0.10 112.46 12 57.88 185.16 1080.44 -7.58
1046 676.13 569.31 1.82 0.61 0.01 124.78 12 667.87 5449.49 29351.46 -11.17
1047 281.81 569.90 1.94 0.65 0.20 152.22 12 27.61 107.15 603.50 -6.95
1048 796.86 569.88 1.95 0.65 0.04 5.70 13 12.52 105.57 618.80 -6.98
1049 488.92 571.38 1.88 0.63 0.07 56.78 12 859.10 4003.15 23114.97 -10.91
1050 133.76 572.40 1.94 0.65 0.18 21.16 12 22.67 67.34 436.26 -6.60
1051 252.64 572.02 1.84 0.61 0.12 178.43 12 2142.16 8563.39 46242.65 -11.66
1052 479.14 571.95 1.92 0.64 0.06 173.17 13 5391.68 37373.22 208276.08 -13.30
1053 550.65 571.79 1.80 0.60 0.10 141.75 11 6524.55 45825.05 237357.12 -13.44
1054 874.82 572.14 1.86 0.62 0.08 22.15 13 1532.77 13536.77 71067.58 -12.13
1055 336.89 573.26 1.91 0.64 0.09 16.88 12 5989.39 28102.75 158329.89 -13.00
1056 459.94 572.77 1.96 0.65 0.09 160.99 12 41.86 142.53 832.78 -7.30
1057 196.85 574.19 1.92 0.64 0.09 19.11 12 641.85 2246.88 12924.54 -10.28
1058 424.63 574.29 1.84 0.61 0.16 31.69 11 90.36 424.36 2441.81 -8.47
1059 375.94 574.92 1.99 0.66 0.08 179.16 13 55.12 221.35 1370.76 -7.84
1060 525.60 574.82 1.86 0.62 0.06 1.09 12 26.20 114.90 634.59 -7.01
1061 14.97 577.28 1.98 0.66 0.05 56.66 12 30.90 81.10 519.14 -6.79
1062 221.59 577.06 1.85 0.62 0.13 5.92 11 17.72 64.01 320.34 -6.26
1063 943.04 577.68 1.86 0.62 0.08 21.28 12 616.75 4535.10 24778.31 -10.99
1064 161.53 578.81 1.72 0.57 0.14 133.91 10 22.94 73.51 385.15 -6.46
1065 41.52 579.81 1.80 0.60 0.14 150.38 10 48.73 115.87 673.57 -7.07
1066 320.07 579.94 1.98 0.66 0.04 173.18 13 80.62 249.57 1514.71 -7.95
1067 358.97 579.94 1.94 0.65 0.08 158.62 13 63.06 167.01 986.91 -7.49
1068 767.68 579.96 1.87 0.62 0.10 178.83 13 21.22 119.46 656.79 -7.04
1069 495.86 580.82 1.99 0.66 0.19 151.86 12 8.51 69.26 463.64 -6.67
1070 131.26 583.05 1.60 0.53 0.12 74.85 8 25.48 53.02 267.44 -6.07
1071 148.76 583.28 1.93 0.64 0.12 57.54 11 32.55 104.51 640.55 -7.02
1072 262.01 582.58 1.92 0.64 0.18 158.88 12 60.09 123.46 737.14 -7.17
1073 715.63 584.01 1.77 0.59 0.11 164.05 11 42.14 317.58 1561.07 -7.98
1074 111.93 584.88 1.97 0.66 0.09 161.09 13 100.98 290.52 1749.76 -8.11
1075 554.17 585.29 1.95 0.65 0.05 155.81 12 60.40 228.33 1442.19 -7.90
1076 627.86 584.65 1.92 0.64 0.13 128.97 12 20.29 146.31 860.94 -7.34
1077 196.61 586.19 1.83 0.61 0.16 38.02 11 54.27 137.90 747.58 -7.18
1078 274.82 586.04 1.85 0.62 0.11 164.12 11 31.41 89.88 486.86 -6.72
1079 465.90 585.72 1.98 0.66 0.13 155.44 12 29.47 127.91 799.42 -7.26
1080 649.81 585.60 1.85 0.62 0.12 135.71 11 24.38 156.60 918.17 -7.41
1081 750.21 585.92 1.89 0.63 0.02 72.49 13 872.38 7119.05 40326.86 -11.51
1082 898.03 585.86 1.88 0.63 0.03 21.57 13 82.06 745.25 3911.97 -8.98
1083 536.74 587.08 1.89 0.63 0.04 75.91 12 8.74 87.07 509.63 -6.77
1084 220.78 587.93 1.92 0.64 0.10 176.08 13 116.68 264.34 1543.85 -7.97
1085 487.96 588.11 1.98 0.66 0.02 41.83 13 26.08 122.21 729.34 -7.16
1086 313.48 589.80 1.76 0.59 0.17 151.57 10 45.16 164.70 935.77 -7.43
1087 478.54 590.05 1.82 0.61 0.01 12.44 12 410.30 1776.37 9734.27 -9.97
1088 870.75 591.86 1.84 0.61 0.05 175.70 12 50.38 410.30 2205.47 -8.36
1089 937.64 592.24 1.91 0.64 0.10 65.98 12 11.23 96.09 609.32 -6.96
1090 961.20 591.67 1.84 0.61 0.12 32.49 12 667.82 4403.59 24624.58 -10.98
1091 789.87 592.98 1.87 0.62 0.01 71.98 13 450.02 4178.87 21378.21 -10.82
1092 367.68 593.95 1.87 0.62 0.19 12.76 10 21.42 72.18 403.43 -6.51
1093 709.61 594.33 1.78 0.59 0.12 18.78 11 17.59 83.43 449.78 -6.63
1094 414.34 595.04 2.01 0.67 0.06 173.94 12 23.53 63.06 477.82 -6.70
1095 544.73 594.77 1.97 0.66 0.10 124.62 13 31.71 162.70 978.48 -7.48
1096 564.92 594.74 1.99 0.66 0.11 125.25 13 36.70 170.34 1114.88 -7.62
1097 732.30 594.88 1.90 0.63 0.04 84.37 11 14.44 103.30 674.01 -7.07
1098 151.58 596.28 1.85 0.62 0.14 33.50 11 45.38 128.15 759.41 -7.20
1099 522.96 596.10 1.90 0.63 0.02 177.02 13 1737.16 13348.02 69461.45 -12.10
1100 647.09 596.02 1.93 0.64 0.04 82.90 13 28.30 144.32 903.71 -7.39
1101 445.17 597.32 1.95 0.65 0.06 3.01 12 44.64 138.98 863.50 -7.34
1102 832.08 598.10 1.92 0.64 0.10 3.09 13 4.97 86.74 463.09 -6.66
1103 1006.19 597.74 1.84 0.61 0.14 26.42 11 24.16 199.10 1107.49 -7.61
1104 223.98 598.67 1.94 0.65 0.12 147.59 12 302.14 883.97 5626.82 -9.38
1105 328.03 599.40 1.87 0.62 0.03 28.52 12 128.93 323.34 1876.25 -8.18
1106 376.98 598.87 1.93 0.64 0.10 165.91 13 166.79 826.45 4656.00 -9.17
1107 455.59 598.67 1.79 0.60 0.19 138.88 11 1661.74 8192.50 47462.89 -11.69
1108 490.97 598.85 2.03 0.68 0.20 85.58 13 50.43 136.75 956.11 -7.45
1109 591.10 598.90 1.96 0.65 0.10 112.76 13 91.54 364.60 2226.73 -8.37
1110 95.92 599.73 1.92 0.64 0.09 74.48 12 14.53 71.00 384.39 -6.46
1111 719.71 600.12 1.92 0.64 0.05 50.55 12 99.07 466.64 2867.78 -8.64
1112 139.19 601.19 2.01 0.67 0.19 5.00 12 39.48 69.20 449.76 -6.63
1113 679.85 600.59 1.88 0.63 0.10 111.41 11 22.63 104.57 595.02 -6.94
1114 854.01 600.88 1.93 0.64 0.14 80.34 13 1057.79 6742.44 36540.22 -11.41
1115 275.79 602.15 1.94 0.65 0.17 11.64 11 25.02 121.58 679.04 -7.08
1116 655.98 602.32 1.92 0.64 0.03 41.98 13 36.82 268.53 1583.77 -8.00
1117 613.39 602.82 1.84 0.61 0.04 23.65 11 26.67 119.83 722.39 -7.15
1118 922.67 603.24 1.84 0.61 0.12 34.93 11 3030.50 19997.93 114482.72 -12.65
1119 127.78 604.02 1.91 0.64 0.06 3.50 12 62.94 156.62 919.95 -7.41
1120 164.35 603.91 1.73 0.58 0.12 102.52 10 52.76 94.28 509.99 -6.77
1121 699.48 604.12 1.73 0.58 0.09 28.02 10 9.17 72.36 368.00 -6.41
1122 816.59 604.14 1.78 0.59 0.09 28.71 11 100.52 664.90 3608.05 -8.89
1123 354.22 605.34 1.92 0.64 0.11 156.86 12 379.94 1201.27 7495.07 -9.69
1124 510.75 604.86 1.94 0.65 0.08 147.63 13 53.72 200.32 1211.90 -7.71
1125 243.63 605.76 1.89 0.63 0.15 124.45 12 41.26 131.64 751.95 -7.19
1126 204.93 607.72 1.95 0.65 0.09 149.66 12 37.25 88.90 557.37 -6.87
1127 571.95 609.09 2.05 0.68 0.18 1.80 13 13.72 80.44 513.84 -6.78
1128 344.92 611.12 1.93 0.64 0.07 0.98 13 373.10 1729.53 9693.11 -9.97
1129 625.58 611.24 1.76 0.59 0.12 46.38 11 1402.26 9303.20 48956.66 -11.72
1130 265.76 612.14 1.98 0.66 0.07 10.62 11 40.12 77.98 557.81 -6.87
1131 394.64 612.30 1.80 0.60 0.14 36.21 11 169.28 774.07 4204.20 -9.06
1132 490.87 612.05 1.93 0.64 0.06 116.25 12 64.16 252.29 1409.48 -7.87
1133 651.86 612.33 1.97 0.66 0.11 99.71 12 22.17 108.29 710.16 -7.13
1134 686.05 611.99 1.89 0.63 0.13 101.32 13 6.00 78.27 396.70 -6.50
1135 334.82 613.04 1.91 0.64 0.04 91.95 12 50.60 157.31 781.31 -7.23
1136 553.63 613.31 1.75 0.58 0.11 64.55 11 27.80 168.95 865.42 -7.34
1137 665.92 613.29 1.88 0.63 0.07 47.13 11 35.26 184.52 1033.20 -7.54
1138 832.63 613.23 1.80 0.60 0.12 41.39 11 873.37 6233.41 34492.14 -11.34
1139 153.79 614.37 1.89 0.63 0.16 34.26 11 9418.43 29963.12 176373.47 -13.12
1140 895.66 613.77 1.81 0.60 0.05 160.63 11 691.92 4543.98 25394.41 -11.01
1141 121.65 615.35 1.88 0.63 0.19 40.37 11 60.05 136.36 790.01 -7.24
1142 275.66 615.39 1.84 0.61 0.19 36.02 11 498.80 1776.29 10368.09 -10.04
1143 604.98 615.11 1.98 0.66 0.01 43.03 13 54.28 259.02 1546.60 -7.97
1144 173.58 615.78 1.79 0.60 0.20 123.61 11 38.27 101.63 588.83 -6.92
1145 251.67 616.04 1.93 0.64 0.05 10.65 13 48.33 134.56 840.57 -7.31
1146 458.74 615.72 1.95 0.65 0.19 161.31 11 69.04 227.17 1460.07 -7.91
1147 471.70 616.41 1.79 0.60 0.16 45.81 11 93.86 430.58 2390.45 -8.45
1148 565.23 615.68 1.85 0.62 0.04 74.34 12 61.55 331.92 1953.07 -8.23
1149 581.46 615.66 1.81 0.60 0.19 142.58 10 18.57 83.40 421.23 -6.56
1150 753.88 616.01 1.88 0.63 0.02 165.02 13 42.13 303.14 1584.49 -8.00
1151 858.34 616.03 1.84 0.61 0.03 28.69 12 1088.96 8237.80 45498.41 -11.64
1152 734.85 619.18 1.94 0.65 0.08 64.73 13 24.53 139.51 799.21 -7.26
1153 546.92 619.88 1.99 0.66 0.05 103.70 13 111.73 471.86 2924.09 -8.66
1154 700.32 620.20 1.84 0.61 0.05 123.11 13 179.96 1233.32 7212.48 -9.65
1155 812.39 622.13 1.79 0.60 0.07 141.06 11 27.23 208.65 1104.51 -7.61
1156 80.10 622.90 2.02 0.67 0.03 150.98 13 35.74 83.62 570.19 -6.89
1157 329.95 622.88 1.95 0.65 0.10 163.25 13 1276.11 5744.17 33862.66 -11.32
1158 185.88 624.30 1.94 0.65 0.10 27.84 12 614.57 1925.61 11553.76 -10.16
1159 616.91 623.68 1.92 0.64 0.12 166.45 12 44.70 279.81 1506.75 -7.95
1160 563.89 625.10 1.88 0.63 0.07 143.57 12 28.23 207.84 1096.63 -7.60
1161 676.76 624.82 2.03 0.68 0.03 126.22 12 10.31 74.53 477.76 -6.70
1162 822.15 625.39 1.81 0.60 0.04 113.72 12 459.65 3003.64 16901.46 -10.57
1163 901.25 625.23 1.88 0.63 0.07 151.78 11 1.47 54.80 326.69 -6.29
1164 246.58 626.29 1.82 0.61 0.17 34.23 11 211.39 717.10 4053.21 -9.02
1165 521.04 626.35 1.86 0.62 0.01 71.15 12 735.33 4593.12 25354.72 -11.01
1166 664.97 625.96 1.90 0.63 0.02 81.45 13 133.59 1149.34 5991.83 -9.44
1167 228.92 627.67 1.92 0.64 0.13 146.95 12 1786.08 5527.42 34179.84 -11.33
1168 834.18 627.81 1.93 0.64 0.13 15.84 12 17.60 114.74 652.11 -7.04
1169 319.58 628.81 1.86 0.62 0.09 158.26 11 62.08 144.74 859.76 -7.34
1170 392.68 629.22 1.87 0.62 0.08 25.47 11 136.29 498.91 2792.19 -8.61
1171 496.26 628.85 1.91 0.64 0.04 175.00 13 3270.66 18241.97 110808.86 -12.61
1172 594.72 629.08 1.87 0.62 0.14 92.06 12 35.45 147.86 803.57 -7.26
1173 725.02 629.30 1.91 0.64 0.02 78.73 12 43.97 289.10 1686.02 -8.07
1174 946.76 628.93 1.89 0.63 0.06 12.99 13 1624.08 11096.76 62100.68 -11.98
1175 528.65 629.94 1.83 0.61 0.04 141.68 12 588.87 3886.87 20393.22 -10.77
1176 762.93 630.30 1.96 0.65 0.09 65.08 11 11.83 57.95 379.62 -6.45
1177 639.26 631.22 1.92 0.64 0.07 127.27 12 78.56 348.42 2231.46 -8.37
1178 691.94 630.94 2.04 0.68 0.18 51.34 12 15.39 64.37 440.94 -6.61
1179 713.87 630.79 1.86 0.62 0.03 109.89 13 624.53 4765.55 24685.16 -10.98
1180 291.83 632.08 1.87 0.62 0.06 167.52 13 39.71 129.34 703.29 -7.12
1181 806.97 632.12 1.99 0.66 0.03 89.01 13 317.07 1464.81 9293.57 -9.92
1182 859.90 632.00 1.89 0.63 0.04 28.38 13 2908.05 25330.46 132699.76 -12.81
1183 468.61 634.12 1.83 0.61 0.06 36.19 11 14.73 78.68 443.62 -6.62
1184 365.04 635.84 2.00 0.67 0.14 162.37 12 37.54 107.36 725.06 -7.15
1185 379.56 636.31 1.85 0.62 0.17 41.14 11 87.44 292.60 1720.83 -8.09
1186 158.89 637.31 1.99 0.66 0.06 31.06 12 89.94 195.54 1308.24 -7.79
1187 602.14 636.68 1.87 0.62 0.00 81.77 12 1876.82 12599.29 72176.70 -12.15
1188 205.93 638.40 1.95 0.65 0.11 24.19 12 83.51 241.15 1449.21 -7.90
1189 779.22 637.74 1.83 0.61 0.14 62.62 11 15.45 91.30 489.17 -6.72
1190 952.81 637.79 1.86 0.62 0.08 99.40 13 2.57 88.70 472.36 -6.69
1191 393.58 639.05 1.84 0.61 0.07 9.47 13 44.25 188.79 1065.18 -7.57
1192 588.31 639.04 2.00 0.67 0.18 98.03 12 57.15 125.89 840.49 -7.31
1193 747.65 639.71 1.84 0.61 0.10 135.18 12 65.24 388.25 2215.84 -8.36
1194 919.84 639.69 1.88 0.63 0.09 159.14 12 6.01 63.30 404.03 -6.52
1195 339.07 641.24 1.98 0.66 0.10 168.69 12 65.87 282.32 1783.22 -8.13
1196 633.85 641.10 1.97 0.66 0.07 86.11 13 15.83 125.30 701.71 -7.12
1197 1010.15 640.67 1.86 0.62 0.11 37.84 12 100.61 612.17 3539.18 -8.87
1198 771.58 642.88 1.79 0.60 0.17 168.12 10 18.81 83.13 441.59 -6.61
1199 303.42 644.15 1.70 0.57 0.08 49.60 9 45.73 151.43 761.09 -7.20
1200 217.57 645.26 1.84 0.61 0.16 32.93 11 698.65 2445.90 13967.71 -10.36
1201 245.92 645.40 1.94 0.65 0.06 28.94 12 48.42 179.15 1001.84 -7.50
1202 554.88 644.89 1.92 0.64 0.07 130.49 12 26.87 173.80 1032.58 -7.53
1203 661.32 644.81 1.81 0.60 0.06 127.77 11 9.20 68.12 352.70 -6.37
1204 707.96 645.22 1.95 0.65 0.05 11.93 12 5.82 72.93 399.33 -6.50
1205 885.24 644.90 1.88 0.63 0.05 43.85 13 213.52 1694.80 9303.71 -9.92
1206 71.47 645.98 1.82 0.61 0.07 138.55 10 20.28 76.51 430.39 -6.58
1207 517.94 646.24 1.95 0.65 0.05 98.48 13 16.90 156.87 896.18 -7.38
1208 46.94 647.09 1.97 0.66 0.07 5.92 12 712.01 1993.06 12076.47 -10.20
1209 202.73 648.01 1.89 0.63 0.08 176.60 12 3527.47 12674.33 70526.36 -12.12
1210 385.89 649.37 1.92 0.64 0.08 46.99 12 174.75 547.71 3327.55 -8.81
1211 574.78 648.92 1.85 0.62 0.09 158.15 11 28.52 188.05 945.40 -7.44
1212 603.16 648.57 1.74 0.58 0.08 96.62 10 18.02 80.32 427.50 -6.58
1213 806.70 648.78 1.82 0.61 0.04 137.79 11 201.53 1463.84 7922.04 -9.75
