id xcentroid ycentroid fwhm sharpness roundness pa npix sky peak flux mag
894 662.89 408.97 1.89 0.63 0.12 62.34 12 78.67 399.33 1928.00 -8.21
895 93.88 410.29 1.69 0.56 0.08 137.77 12 333.08 4945.92 19799.00 -10.74
896 315.99 410.20 1.80 0.60 0.08 143.85 13 307.17 3462.83 15768.83 -10.49
897 470.06 410.04 1.83 0.61 0.12 161.34 12 177.58 1426.42 6542.00 -9.54
898 785.08 410.04 2.01 0.67 0.13 161.41 12 67.75 651.25 3613.00 -8.89
899 914.46 410.12 1.78 0.59 0.09 113.55 11 154.67 949.33 5276.67 -9.31
900 537.55 410.88 1.60 0.53 0.16 13.75 8 111.58 530.42 1947.33 -8.22
901 214.92 412.02 1.76 0.59 0.13 151.38 13 233.67 3117.33 12776.33 -10.27
902 233.03 412.14 1.79 0.60 0.14 169.67 12 152.08 1659.92 7081.00 -9.63
903 654.15 412.26 1.88 0.63 0.11 164.58 12 83.25 891.75 4401.00 -9.11
904 739.04 412.70 1.86 0.62 0.07 18.55 12 1051.25 6654.75 37397.00 -11.43
905 685.35 414.93 1.79 0.60 0.07 4.93 12 9300.92 59135.08 303705.00 -13.71
906 270.30 415.85 1.74 0.58 0.08 131.11 12 374.42 4015.58 17554.00 -10.61
907 323.17 415.63 1.74 0.58 0.01 13.97 11 303.00 2893.00 13769.00 -10.35
908 413.33 415.71 1.66 0.55 0.08 137.32 11 278.08 1298.92 5818.08 -9.41
909 848.20 415.96 1.85 0.62 0.05 5.45 13 643.83 4214.17 21834.17 -10.85
910 875.85 415.78 1.97 0.66 0.07 141.46 12 118.08 459.92 2828.00 -8.63
911 392.27 418.25 1.75 0.58 0.13 142.35 11 178.50 1680.50 7512.50 -9.69
912 571.06 417.78 1.86 0.62 0.16 161.62 12 127.50 690.50 3179.00 -8.76
913 637.40 418.70 1.73 0.58 0.13 35.62 11 350.92 1525.08 8221.92 -9.79
914 968.56 418.85 1.69 0.56 0.09 10.04 10 99.92 811.08 4038.83 -9.02
915 65.17 420.12 1.70 0.57 0.12 128.12 11 129.25 2543.75 9725.25 -9.97
916 136.67 420.19 1.73 0.58 0.04 98.31 12 526.25 5547.75 25020.00 -11.00
917 449.47 419.98 1.70 0.57 0.06 165.23 11 814.67 4858.33 23513.67 -10.93
918 46.00 420.87 1.86 0.62 0.03 107.78 13 -6.67 587.67 3156.67 -8.75
919 111.28 420.69 1.84 0.61 0.08 46.77 11 58068.83 335442.17 2076773.83 -15.79
920 554.29 421.17 1.78 0.59 0.12 141.37 11 269.67 1650.33 8029.67 -9.76
921 437.36 422.02 1.70 0.57 0.08 11.95 10 21468.58 87708.42 390042.17 -13.98
922 712.37 421.95 1.80 0.60 0.11 111.15 12 231.50 1320.50 6487.00 -9.53
923 280.27 422.90 1.73 0.58 0.13 138.40 12 192.75 1378.25 6269.00 -9.49
924 485.19 422.83 1.82 0.61 0.16 100.94 12 62.33 518.67 1869.00 -8.18
925 519.05 423.28 1.80 0.60 0.09 136.53 12 372.00 2545.00 12714.00 -10.26
926 659.97 423.68 1.83 0.61 0.03 135.18 12 222.75 1691.25 9263.00 -9.92
927 866.99 423.84 1.94 0.65 0.04 129.74 13 266.17 1854.83 10309.83 -10.03
928 234.83 426.03 1.98 0.66 0.16 102.32 12 129.83 907.17 5191.00 -9.29
929 506.95 426.19 1.82 0.61 0.06 152.07 12 688.00 5708.00 27762.00 -11.11
930 539.01 426.14 1.86 0.62 0.04 160.38 13 31962.17 261736.83 1307469.83 -15.29
931 781.33 426.03 1.80 0.60 0.07 168.06 12 11518.00 72679.00 365325.00 -13.91
932 832.16 426.93 1.91 0.64 0.16 179.80 13 150.08 755.92 3806.92 -8.95
933 463.14 428.22 1.81 0.60 0.09 138.18 12 2246.92 18897.08 89568.00 -12.38
934 591.88 428.39 1.78 0.59 0.09 136.51 12 542.25 2280.75 12091.00 -10.21
935 690.09 427.96 1.86 0.62 0.12 169.97 13 259.67 2082.33 9893.33 -9.99
936 223.79 428.95 1.87 0.62 0.05 130.40 13 293.75 2682.25 13738.25 -10.34
937 363.97 428.88 2.07 0.69 0.05 162.13 13 94.92 608.08 3227.08 -8.77
938 400.80 428.63 1.84 0.61 0.18 150.40 13 100.58 824.42 4496.42 -9.13
939 476.21 430.24 1.78 0.59 0.12 141.10 12 884.42 6653.58 31596.00 -11.25
940 32.67 431.04 1.71 0.57 0.16 86.76 11 88.92 484.08 2211.92 -8.36
941 426.33 431.21 1.76 0.59 0.12 137.65 11 2598.75 20986.25 99933.75 -12.50
942 879.06 431.09 1.89 0.63 0.06 176.64 13 2864.42 17249.58 93681.58 -12.43
943 653.49 432.89 1.77 0.59 0.15 142.62 11 92.92 365.08 2083.92 -8.30
944 170.79 434.19 1.75 0.58 0.07 131.41 12 285.08 3284.92 14822.00 -10.43
945 258.04 434.37 1.72 0.57 0.15 127.77 11 409.25 3220.75 14797.25 -10.43
946 889.02 434.35 1.78 0.59 0.18 122.64 11 101.50 811.50 3974.50 -9.00
947 492.71 435.65 1.52 0.51 0.08 152.15 10 78.83 433.17 1782.67 -8.13
948 723.22 435.10 1.82 0.61 0.06 152.66 12 5678.50 38615.50 191818.00 -13.21
949 212.80 436.12 1.78 0.59 0.07 141.34 12 192.67 1524.33 6089.00 -9.46
950 408.86 436.93 1.80 0.60 0.16 6.32 13 122.08 806.92 3279.92 -8.79
951 708.15 437.05 1.80 0.60 0.03 167.10 12 821.17 5257.83 25829.00 -11.03
952 281.97 438.34 1.70 0.57 0.14 143.95 11 153.58 1238.42 5341.58 -9.32
953 42.89 438.76 1.81 0.60 0.16 127.49 12 8.42 454.58 2208.00 -8.36
954 84.99 439.07 1.93 0.64 0.05 71.16 12 11.67 532.33 2373.00 -8.44
955 73.03 440.22 1.87 0.62 0.10 56.85 11 24.42 407.58 1580.42 -8.00
956 786.40 440.00 1.84 0.61 0.11 5.22 12 121.50 982.50 5896.00 -9.43
957 62.91 441.40 1.73 0.58 0.07 117.18 12 160.17 1919.83 9009.00 -9.89
958 471.82 440.78 1.84 0.61 0.19 170.16 12 136.42 869.58 4896.00 -9.22
959 594.76 440.86 1.88 0.63 0.09 152.82 13 957.42 7319.58 40298.58 -11.51
960 829.13 441.98 1.97 0.66 0.12 165.65 13 467.17 1486.83 9814.83 -9.98
961 958.97 442.16 1.86 0.62 0.03 61.57 12 195.00 1419.00 7097.00 -9.63
962 341.04 442.59 1.72 0.57 0.05 105.57 11 448.00 3587.00 16820.00 -10.56
963 944.33 443.25 1.80 0.60 0.18 158.44 11 37.00 664.00 3124.00 -8.74
964 988.12 442.69 1.79 0.60 0.11 24.15 12 172.42 996.58 5435.00 -9.34
965 101.67 444.28 1.66 0.55 0.10 124.61 12 189.17 2620.83 11729.00 -10.17
966 398.12 445.07 1.73 0.58 0.09 143.14 11 112.08 1084.92 4455.08 -9.12
967 671.28 444.69 1.81 0.60 0.12 35.12 11 4599.33 24995.67 140896.33 -12.87
968 927.94 444.90 1.94 0.65 0.10 14.38 12 -19.75 441.75 2293.00 -8.40
969 128.79 446.07 1.81 0.60 0.18 139.18 12 35.25 823.75 3908.00 -8.98
970 305.09 445.91 1.83 0.61 0.02 121.68 13 4762.00 49916.00 235509.00 -13.43
971 581.38 446.18 1.77 0.59 0.13 145.06 11 3123.92 20806.08 103750.92 -12.54
972 621.04 446.05 1.88 0.63 0.03 171.43 13 25520.00 194736.00 998677.00 -15.00
973 266.42 447.23 1.73 0.58 0.15 135.54 11 22551.42 186528.58 897931.42 -14.88
974 434.11 446.96 1.80 0.60 0.03 127.73 13 284.58 2343.42 11029.42 -10.11
975 642.88 447.22 1.87 0.62 0.04 179.04 12 24673.58 170280.42 912442.00 -14.90
976 709.15 446.91 1.86 0.62 0.12 77.41 12 164.58 970.42 4351.00 -9.10
977 727.00 447.99 1.92 0.64 0.15 172.46 13 180.83 1143.17 6048.17 -9.45
978 448.21 448.75 1.80 0.60 0.06 39.17 11 21138.42 160495.58 834862.42 -14.80
979 61.01 449.86 1.67 0.56 0.04 132.33 9 26.75 423.25 1651.25 -8.04
980 406.74 450.36 1.79 0.60 0.02 65.70 12 5062.17 35379.83 194131.00 -13.22
981 761.97 449.60 1.77 0.59 0.07 61.49 12 369.33 1400.67 7113.00 -9.63
982 463.99 451.32 1.79 0.60 0.15 130.32 12 93.00 782.00 4113.00 -9.04
983 487.07 452.39 1.80 0.60 0.16 136.79 11 179.83 1373.17 6663.83 -9.56
984 515.75 452.25 1.88 0.63 0.03 144.76 11 84.33 478.67 2764.33 -8.60
985 734.96 452.19 2.02 0.67 0.17 178.07 12 186.00 440.00 2544.00 -8.51
986 796.21 451.68 1.80 0.60 0.12 49.39 11 160.33 1228.67 6525.33 -9.54
987 207.39 452.74 1.69 0.56 0.05 169.10 11 183.17 1704.83 8010.17 -9.76
988 365.10 453.00 1.82 0.61 0.04 121.64 13 985.08 10111.92 46177.92 -11.66
989 540.12 453.26 1.82 0.61 0.08 139.16 12 7947.50 62474.50 305765.00 -13.71
990 147.23 453.86 1.69 0.56 0.08 127.82 12 58.33 1195.67 4474.00 -9.13
991 86.92 455.23 1.71 0.57 0.05 152.15 12 223.67 3408.33 13297.00 -10.31
992 226.32 455.10 1.73 0.58 0.16 136.44 11 369.75 4355.25 19027.75 -10.70
993 321.02 454.70 1.79 0.60 0.11 89.52 13 705.50 3948.50 19629.50 -10.73
994 139.30 456.26 1.76 0.59 0.08 142.38 11 0.58 1052.42 4509.58 -9.14
995 284.88 456.25 1.88 0.63 0.06 135.27 12 100.17 580.83 2698.00 -8.58
996 638.25 456.10 1.77 0.59 0.09 150.37 11 201.00 984.00 4284.00 -9.08
997 590.86 457.23 1.89 0.63 0.11 167.01 12 309.08 1806.92 10298.00 -10.03
998 628.92 456.99 1.91 0.64 0.17 170.37 13 138.08 1221.92 5905.92 -9.43
999 841.01 457.11 1.88 0.63 0.10 0.11 12 -28.17 455.17 2054.00 -8.28
1000 41.42 458.12 1.67 0.56 0.08 140.22 11 733.33 8873.67 38338.33 -11.46
1001 157.70 457.90 1.82 0.61 0.07 151.06 13 358.50 3713.50 18067.50 -10.64
1002 746.30 458.32 2.04 0.68 0.17 139.86 11 195620.33 249767.67 2049102.33 -15.78
1003 904.18 459.01 1.81 0.60 0.16 151.31 11 -0.25 385.25 1734.75 -8.10
1004 341.25 460.06 1.81 0.60 0.06 138.76 12 35682.92 314638.08 1559987.00 -15.48
1005 521.39 459.89 1.67 0.56 0.06 146.06 11 149.33 846.67 3505.33 -8.86
1006 561.84 460.72 1.87 0.62 0.09 118.88 12 154.58 827.42 4483.00 -9.13
1007 618.88 460.70 1.87 0.62 0.09 170.17 12 244.83 1681.17 8850.00 -9.87
1008 1001.08 461.06 1.97 0.66 0.18 150.43 11 178.00 431.00 2494.00 -8.49
1009 655.85 461.90 1.92 0.64 0.05 2.89 13 602.33 4210.67 23659.67 -10.94
1010 192.64 464.33 1.68 0.56 0.05 77.51 11 269.42 2058.58 9933.42 -9.99
1011 675.47 464.22 1.75 0.58 0.15 141.68 11 45966.75 240181.25 1264980.75 -15.26
1012 206.12 464.95 1.75 0.58 0.12 137.41 13 292.67 4339.33 17678.33 -10.62
1013 235.28 464.77 1.75 0.58 0.06 19.24 11 454.83 3605.17 17627.83 -10.62
1014 364.24 465.22 1.78 0.59 0.10 136.11 11 8311.17 74322.83 351045.17 -13.86
1015 605.73 467.93 1.88 0.63 0.02 169.40 13 2092.83 14284.17 80410.17 -12.26
1016 784.88 467.89 1.93 0.64 0.05 153.71 13 13.25 534.75 2638.75 -8.55
1017 72.25 468.90 1.76 0.59 0.14 152.96 10 0.92 336.08 1878.83 -8.18
1018 98.63 469.28 1.67 0.56 0.07 145.36 11 164.50 2039.50 9428.50 -9.94
1019 301.83 469.43 1.73 0.58 0.05 116.72 12 651.58 4436.42 22585.00 -10.88
1020 510.24 469.15 1.79 0.60 0.16 128.87 11 82.50 628.50 3159.50 -8.75
1021 684.76 468.60 1.82 0.61 0.11 147.82 12 918.17 4192.83 23369.00 -10.92
1022 759.43 469.24 1.72 0.57 0.14 152.49 10 240.00 1019.00 5089.00 -9.27
1023 983.29 468.83 1.71 0.57 0.05 27.70 9 -2.42 364.42 1558.75 -7.98
1024 46.10 469.79 1.74 0.58 0.15 132.34 12 10.42 407.58 1697.00 -8.07
1025 553.02 470.31 1.79 0.60 0.09 126.98 11 352.00 2118.00 10794.00 -10.08
1026 583.25 470.02 1.80 0.60 0.05 162.32 12 2587.25 18189.75 87824.00 -12.36
1027 642.81 470.54 1.58 0.53 0.18 15.85 8 36.92 280.08 1446.67 -7.90
1028 804.33 470.19 1.81 0.60 0.16 149.54 11 270.67 1987.33 10282.67 -10.03
1029 447.17 471.02 1.82 0.61 0.17 148.13 11 168.42 1171.58 5371.42 -9.33
1030 62.67 472.02 1.74 0.58 0.14 75.01 12 224.00 1470.00 6542.00 -9.54
1031 592.29 471.93 1.80 0.60 0.03 160.16 12 1103.17 6837.83 33464.00 -11.31
1032 713.20 471.79 1.85 0.62 0.07 7.75 13 309.92 2012.08 11265.08 -10.13
1033 285.83 473.32 1.78 0.59 0.08 129.17 12 89.33 1083.67 5447.00 -9.34
1034 384.87 474.43 1.73 0.58 0.11 119.21 11 294.58 2385.42 12005.58 -10.20
1035 422.70 474.13 1.77 0.59 0.10 67.29 12 97.17 449.83 2142.00 -8.33
1036 829.21 474.26 1.85 0.62 0.10 149.13 12 91.75 932.25 5272.00 -9.30
1037 540.88 475.40 1.82 0.61 0.02 142.08 12 17674.50 110716.50 607032.00 -14.46
1038 910.94 474.94 1.93 0.64 0.10 173.34 13 219.00 1809.00 10090.00 -10.01
1039 159.80 476.06 1.76 0.59 0.19 109.80 12 53.83 788.17 3329.00 -8.81
1040 217.88 475.95 2.03 0.68 0.15 172.45 12 100.92 444.08 2275.00 -8.39
1041 436.96 475.99 1.80 0.60 0.10 133.47 13 273.92 2512.08 11609.08 -10.16
1042 114.66 477.32 1.68 0.56 0.05 75.51 11 316.58 3524.42 16246.58 -10.53
1043 232.37 476.88 1.77 0.59 0.12 47.11 12 827.33 4402.67 22131.00 -10.86
1044 256.98 476.84 1.83 0.61 0.02 94.46 13 20121.08 210274.92 1016429.92 -15.02
1045 346.35 476.77 1.77 0.59 0.10 163.67 11 26.92 393.08 2191.92 -8.35
1046 484.72 477.18 1.84 0.61 0.03 25.93 13 18356.17 131004.83 721032.83 -14.64
1047 837.27 477.12 1.84 0.61 0.11 140.41 12 122.67 1057.33 5457.00 -9.34
1048 266.44 480.01 1.72 0.57 0.06 147.60 12 6626.75 56389.25 272454.00 -13.59
1049 1002.81 480.10 1.80 0.60 0.12 61.26 11 42.33 464.67 1930.33 -8.21
1050 17.04 480.87 1.72 0.57 0.04 124.71 13 1187.58 20817.42 81685.42 -12.28
1051 69.15 480.66 1.70 0.57 0.04 64.19 11 1645.17 19719.83 91142.17 -12.40
1052 862.83 481.08 1.89 0.63 0.03 157.36 13 79.92 1005.08 5497.08 -9.35
1053 94.91 481.96 1.68 0.56 0.17 122.76 10 84.33 727.67 2977.67 -8.68
1054 611.56 482.17 1.81 0.60 0.03 143.70 11 67.08 751.92 3451.08 -8.84
1055 642.94 482.00 1.88 0.63 0.06 123.68 13 270.92 1841.08 9040.08 -9.89
1056 772.81 482.28 1.93 0.64 0.08 78.63 12 83.42 793.58 5004.00 -9.25
1057 809.07 481.97 1.87 0.62 0.11 94.22 13 40.67 382.33 2432.33 -8.47
1058 994.53 482.37 1.81 0.60 0.16 36.25 10 99.17 426.83 2477.33 -8.48
1059 80.90 486.41 1.70 0.57 0.12 94.22 11 194.17 2018.83 9239.17 -9.91
1060 659.07 485.89 1.93 0.64 0.15 170.27 13 133.00 657.00 3985.00 -9.00
1061 720.01 486.03 1.88 0.63 0.05 166.56 13 4755.33 36165.67 186293.67 -13.18
1062 786.77 486.41 1.78 0.59 0.04 133.91 11 240.75 1376.25 7807.75 -9.73
1063 684.45 487.17 1.71 0.57 0.14 137.35 10 230.50 1206.50 5826.00 -9.41
1064 187.70 488.25 1.62 0.54 0.16 97.35 9 60.17 626.83 2991.50 -8.69
1065 247.16 487.96 1.77 0.59 0.05 131.30 12 1201.00 13018.00 56991.00 -11.89
1066 432.72 488.11 1.83 0.61 0.08 147.68 12 543.58 2983.42 15713.00 -10.49
1067 556.88 487.52 1.81 0.60 0.09 111.67 11 302.25 767.75 4214.25 -9.06
1068 41.03 488.98 1.76 0.59 0.03 114.15 13 980.75 15152.25 60665.25 -11.96
1069 152.94 488.69 1.75 0.58 0.19 138.22 11 86.42 627.58 2903.42 -8.66
1070 277.98 488.87 1.85 0.62 0.10 100.55 12 81.08 605.92 3323.00 -8.80
1071 307.64 488.95 1.81 0.60 0.09 157.10 13 173.00 1696.00 9041.00 -9.89
1072 402.99 488.99 1.79 0.60 0.17 152.11 13 209.50 1335.50 5842.50 -9.42
1073 466.43 488.75 1.73 0.58 0.09 29.25 11 2564.17 14501.83 77430.17 -12.22
1074 285.75 490.52 1.55 0.52 0.15 168.09 10 159.42 575.58 2347.83 -8.43
1075 818.84 489.44 1.73 0.58 0.06 32.18 10 5.08 403.92 1915.17 -8.21
1076 829.12 489.68 1.89 0.63 0.11 55.06 12 477.50 3019.50 17460.00 -10.61
1077 873.97 489.87 1.91 0.64 0.06 18.94 13 2525.17 14671.83 82879.83 -12.30
1078 295.14 490.71 1.92 0.64 0.14 106.89 12 234.75 726.25 3777.00 -8.94
1079 756.81 491.11 1.90 0.63 0.02 58.18 13 792.08 4871.92 27376.92 -11.09
1080 102.23 491.76 1.74 0.58 0.06 135.95 11 229.42 2121.58 9296.42 -9.92
1081 935.70 492.24 1.86 0.62 0.07 20.58 11 166.83 1301.17 6961.83 -9.61
1082 234.32 492.88 1.76 0.59 0.00 100.35 12 4252.17 39635.83 188699.00 -13.19
1083 392.06 493.02 1.84 0.61 0.04 135.65 13 2566.83 23750.17 113834.17 -12.64
1084 918.98 492.80 1.78 0.59 0.02 36.00 11 68.58 799.42 3967.58 -9.00
1085 974.00 492.99 1.89 0.63 0.10 179.60 13 265.25 1318.75 6877.75 -9.59
1086 31.74 494.17 1.78 0.59 0.15 11.39 10 40.42 423.58 2130.83 -8.32
1087 547.13 493.82 1.97 0.66 0.04 26.08 13 79634.17 335593.83 2359215.83 -15.93
1088 602.78 493.63 1.87 0.62 0.14 15.04 12 89.42 614.58 3506.00 -8.86
1089 903.48 493.94 1.71 0.57 0.13 168.56 9 95.83 927.17 4531.50 -9.14
1090 358.86 497.32 1.82 0.61 0.01 133.74 12 25898.08 205644.92 1062695.00 -15.07
1091 963.47 496.87 1.75 0.58 0.17 34.44 10 230.67 483.33 2793.33 -8.62
1092 20.05 497.66 1.66 0.55 0.12 105.55 13 268.58 3958.42 16024.42 -10.51
1093 412.71 498.46 1.68 0.56 0.07 34.59 11 235.50 1393.50 6980.50 -9.61
1094 334.88 499.16 1.84 0.61 0.11 132.79 13 122.17 1222.83 6236.83 -9.49
1095 421.03 499.93 1.84 0.61 0.16 124.79 13 141.58 1385.42 6539.42 -9.54
1096 579.78 499.90 2.00 0.67 0.16 81.64 13 72.17 595.83 2985.83 -8.69
1097 682.15 500.25 1.95 0.65 0.10 113.35 12 123.75 827.25 4426.00 -9.12
1098 110.72 500.89 1.79 0.60 0.11 164.49 13 86.83 1493.17 6882.17 -9.59
1099 456.69 500.95 1.87 0.62 0.01 146.77 13 10112.42 73146.58 403322.58 -14.01
1100 508.35 501.04 1.78 0.59 0.07 153.98 12 10707.08 76094.92 379060.00 -13.95
1101 269.79 502.15 1.84 0.61 0.09 114.11 12 140.08 1439.92 7392.00 -9.67
1102 343.64 501.85 1.83 0.61 0.10 140.03 11 255.75 1773.25 9118.75 -9.90
1103 139.83 503.08 1.72 0.57 0.14 134.42 12 226.42 4069.58 16291.00 -10.53
1104 613.33 504.27 1.74 0.58 0.13 134.25 11 280.08 1637.92 7990.08 -9.76
1105 352.23 504.62 1.78 0.59 0.18 17.82 11 333.25 1261.75 6496.25 -9.53
1106 198.97 506.66 1.74 0.58 0.04 131.44 13 252.83 1996.17 8996.17 -9.89
1107 217.21 507.14 1.76 0.59 0.14 128.47 11 120.00 1376.00 5821.00 -9.41
1108 285.72 507.97 1.81 0.60 0.08 125.67 12 171.17 1705.83 8659.00 -9.84
1109 381.78 508.11 1.81 0.60 0.12 154.73 12 75.08 797.92 3942.00 -8.99
1110 717.88 508.00 1.91 0.64 0.20 178.02 12 405.58 1811.42 10634.00 -10.07
1111 190.04 508.67 1.78 0.59 0.06 92.50 12 212.08 2160.92 10942.00 -10.10
1112 324.10 508.60 1.76 0.59 0.01 60.31 12 1969.83 16973.17 84915.00 -12.32
1113 91.80 510.04 1.84 0.61 0.08 161.48 12 20.33 915.67 3812.00 -8.95
1114 132.13 509.78 1.68 0.56 0.05 48.17 11 112.92 1022.08 4159.92 -9.05
1115 506.21 509.93 1.87 0.62 0.06 115.24 12 132.42 451.58 2434.00 -8.47
1116 540.04 509.81 1.86 0.62 0.06 175.59 13 519.83 3310.17 17305.17 -10.60
1117 756.20 510.89 1.80 0.60 0.09 162.38 12 279.08 2092.92 10178.00 -10.02
1118 819.42 511.32 1.76 0.59 0.19 141.61 10 2324.92 11341.08 61664.83 -11.98
1119 863.39 511.29 1.74 0.58 0.16 143.52 10 487.42 2434.58 12887.83 -10.28
1120 52.40 511.70 1.70 0.57 0.10 68.05 12 -0.75 641.75 3388.00 -8.82
1121 842.34 511.78 1.80 0.60 0.10 171.23 11 32.33 646.67 3497.33 -8.86
1122 103.27 513.01 1.83 0.61 0.18 164.28 13 63.17 875.83 4324.83 -9.09
1123 170.73 514.25 1.79 0.60 0.05 143.08 12 82.58 904.42 4198.00 -9.06
1124 432.73 513.93 1.86 0.62 0.06 148.99 13 448.08 3861.92 20945.92 -10.80
1125 553.71 514.32 1.83 0.61 0.04 176.14 12 346.08 1920.92 10856.00 -10.09
1126 486.05 514.78 1.84 0.61 0.03 24.24 13 5693.25 42042.75 218058.75 -13.35
1127 686.35 514.96 1.93 0.64 0.16 102.32 12 78.17 463.83 2871.00 -8.65
1128 876.00 515.33 1.83 0.61 0.05 129.72 12 90.25 794.75 4886.00 -9.22
1129 941.06 514.75 1.87 0.62 0.09 25.48 13 2199.58 12033.42 68172.42 -12.08
1130 155.78 516.85 1.77 0.59 0.08 138.39 13 298.58 2616.42 12704.42 -10.26
1131 494.79 517.17 1.93 0.64 0.04 78.69 12 133.25 403.75 2638.00 -8.55
1132 354.28 518.35 1.72 0.57 0.14 118.96 11 21.50 568.50 2926.50 -8.67
1133 387.53 517.79 1.59 0.53 0.13 133.20 9 70.58 378.42 1336.75 -7.82
1134 562.93 517.63 1.88 0.63 0.06 20.29 11 113.42 532.58 3325.42 -8.80
1135 591.36 517.75 1.77 0.59 0.10 34.40 11 252.33 1626.67 9056.33 -9.89
1136 127.86 518.81 1.90 0.63 0.07 114.01 13 -20.17 878.17 4506.17 -9.13
1137 665.85 518.65 1.86 0.62 0.02 14.80 12 988.83 5849.17 34213.00 -11.34
1138 328.05 519.85 1.82 0.61 0.02 144.97 13 916.08 8620.92 41072.92 -11.53
1139 604.12 520.13 1.95 0.65 0.05 171.01 13 19.67 645.33 3079.33 -8.72
1140 617.09 519.92 1.77 0.59 0.10 141.61 11 54.33 572.67 2657.33 -8.56
1141 644.82 519.85 1.90 0.63 0.16 12.99 13 52.58 448.42 2146.42 -8.33
1142 47.37 521.28 1.72 0.57 0.20 128.84 11 539.00 5299.00 25364.00 -11.01
1143 87.76 520.79 1.62 0.54 0.18 152.31 11 92.92 1109.08 4574.92 -9.15
1144 471.71 521.33 1.85 0.62 0.09 8.54 11 253.17 740.83 3877.17 -8.97
1145 803.76 520.89 1.50 0.50 0.03 54.80 8 28.58 319.42 1267.33 -7.76
1146 844.44 521.12 1.77 0.59 0.12 153.11 11 1501.42 8049.58 41029.42 -11.53
1147 965.84 520.98 1.90 0.63 0.05 18.35 13 1135.17 6024.83 35504.83 -11.38
1148 63.37 522.16 1.77 0.59 0.15 9.27 12 8.67 427.33 1806.00 -8.14
1149 197.45 521.74 1.72 0.57 0.14 26.14 12 1000.92 4474.08 23905.00 -10.95
1150 240.25 521.75 1.74 0.58 0.08 129.55 11 42.00 695.00 3188.00 -8.76
1151 308.74 521.72 1.81 0.60 0.01 103.65 11 147.33 580.67 3135.33 -8.74
1152 924.24 522.24 1.81 0.60 0.10 138.02 11 438.00 2567.00 13107.00 -10.29
1153 401.67 523.05 1.73 0.58 0.19 138.63 10 163.58 659.42 3374.17 -8.82
1154 462.04 522.95 1.98 0.66 0.02 156.90 13 69618.25 344460.75 2395325.75 -15.95
1155 319.17 525.02 1.97 0.66 0.02 129.91 13 143.83 462.17 2690.17 -8.57
1156 21.88 525.99 1.73 0.58 0.15 99.12 12 17.83 753.17 3129.00 -8.74
1157 32.09 526.23 1.74 0.58 0.06 124.77 12 813.92 12429.08 50439.00 -11.76
1158 264.93 526.39 1.72 0.57 0.12 130.57 12 142.58 1310.42 5803.00 -9.41
1159 531.85 525.93 1.89 0.63 0.02 164.43 13 2956.00 22815.00 121832.00 -12.71
1160 557.01 526.09 1.89 0.63 0.05 172.65 13 324.67 2532.33 13194.33 -10.30
1161 623.14 526.15 1.99 0.66 0.14 98.47 12 112.42 529.58 3631.00 -8.90
1162 760.30 525.67 1.80 0.60 0.08 16.48 11 475.25 2628.75 14994.25 -10.44
1163 73.84 526.64 1.69 0.56 0.12 129.59 11 149.17 2426.83 11223.17 -10.13
1164 135.83 527.18 1.76 0.59 0.19 15.24 12 67.42 540.58 2598.00 -8.54
1165 343.28 527.04 1.78 0.59 0.11 160.26 12 122.67 1109.33 5300.00 -9.31
1166 540.82 528.27 1.84 0.61 0.09 138.31 12 360.67 2511.33 13530.00 -10.33
1167 901.31 527.58 1.69 0.56 0.05 29.96 11 65.50 732.50 3729.50 -8.93
1168 215.41 528.83 1.67 0.56 0.06 144.00 11 311.58 2338.42 11077.58 -10.11
1169 246.93 529.35 1.68 0.56 0.16 161.09 11 150.08 769.92 3505.08 -8.86
1170 294.87 529.06 1.81 0.60 0.12 127.94 13 294.75 2956.25 12949.25 -10.28
1171 595.85 530.04 1.90 0.63 0.07 2.54 13 250.75 1780.25 9261.25 -9.92
1172 712.86 531.27 1.87 0.62 0.05 178.96 12 599.92 3687.08 19918.00 -10.75
1173 41.61 532.33 1.65 0.55 0.05 125.17 11 190.75 2392.25 11817.75 -10.18
1174 164.20 531.87 1.59 0.53 0.13 121.99 12 100.50 1072.50 3502.00 -8.86
1175 658.09 531.78 1.89 0.63 0.07 73.61 12 246.50 1141.50 6517.00 -9.54
1176 740.57 533.00 1.67 0.56 0.14 147.60 9 127.00 819.00 3676.00 -8.91
1177 309.01 534.82 1.88 0.63 0.12 173.67 12 128.58 1130.42 5890.00 -9.43
1178 407.98 534.72 1.78 0.59 0.11 146.79 12 114.75 1116.25 5721.00 -9.39
1179 584.84 534.99 1.92 0.64 0.05 175.92 13 185.92 1322.08 6660.08 -9.56
1180 353.91 535.90 1.84 0.61 0.10 117.55 13 179.58 1855.42 8864.42 -9.87
1181 463.04 536.16 1.82 0.61 0.12 129.61 13 481.33 3392.67 16203.67 -10.52
1182 389.97 537.03 1.86 0.62 0.09 148.27 13 224.42 2614.58 12941.58 -10.28
1183 784.08 537.08 1.89 0.63 0.04 177.97 13 19910.00 126208.00 668606.00 -14.56
1184 477.13 537.61 1.79 0.60 0.03 42.09 12 764.33 5398.67 27367.00 -11.09
1185 225.00 538.62 1.76 0.59 0.14 156.89 12 80.67 1161.33 5052.00 -9.26
1186 493.46 538.64 1.69 0.56 0.10 23.76 11 260.42 1080.58 5336.42 -9.32
